a31,a2,a7a,a7b,a8a,a58,a18,isurban,index,Q1,Q2,Q3,Q4
男,1959,普通高中,毕业,0,非农业户口,目前没有工作，曾经有过非农工作,城,1189,1,2,2,4
女,1963,小学,辍学和中途退学,50000,农业户口,目前务农，没有过非农工作,乡,1190,2,2,2,4
女,1989,初中,毕业,30000,农业户口,目前没有工作，曾经有过非农工作,乡,1191,1,2,2,5
男,1959,初中,毕业,0,农业户口,目前没有工作，而且只务过农,乡,1192,2,1,1,3
男,1943,小学,毕业,35000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,1193,2,2,2,5
男,1961,初中,毕业,10000,农业户口,目前务农，没有过非农工作,乡,1194,1,1,1,5
男,1951,初中,毕业,5000,农业户口,目前务农，曾经有过非农工作,乡,1195,1,1,1,4
女,1949,没有受过任何教育,nan,不适用,农业户口,目前没有工作，而且只务过农,乡,1196,2,2,2,3
男,1965,初中,毕业,0,农业户口,目前没有工作，而且只务过农,乡,1197,1,1,1,4
男,1977,大学专科（正规高等教育）,毕业,3000,非农业户口,目前没有工作，曾经有过非农工作,城,1198,1,2,2,3
男,1961,初中,毕业,0,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,乡,1199,1,1,1,5
女,1967,小学,毕业,0,农业户口,目前没有工作，而且只务过农,乡,1200,1,2,2,4
女,1951,小学,毕业,4000,农业户口,目前务农，没有过非农工作,乡,1201,1,2,2,5
男,1964,初中,毕业,10000,农业户口,目前务农，没有过非农工作,乡,1202,1,2,2,3
男,1965,没有受过任何教育,nan,5000,农业户口,目前没有工作，而且只务过农,乡,1203,1,1,1,5
男,1980,大学本科（正规高等教育）,毕业,30000,非农业户口,目前从事非农工作,城,1204,2,4,2,5
男,1987,初中,辍学和中途退学,40000,非农业户口,目前务农，曾经有过非农工作,乡,1205,1,2,2,4
男,1970,中专,毕业,36000,非农业户口,目前没有工作，曾经有过非农工作,乡,1206,1,2,2,4
男,1946,初中,毕业,6000,农业户口,目前没有工作，而且只务过农,乡,1207,1,2,1,4
男,1959,小学,辍学和中途退学,0,农业户口,目前没有工作，而且只务过农,乡,1208,5,4,5,5
男,1970,初中,毕业,0,农业户口,目前务农，没有过非农工作,乡,1209,1,2,2,4
男,1986,职业高中,毕业,30000,非农业户口,目前从事非农工作,城,1210,2,2,2,4
女,1945,小学,毕业,1500,农业户口,目前没有工作，而且只务过农,乡,1211,2,2,2,4
女,1976,没有受过任何教育,nan,5000,农业户口,目前务农，没有过非农工作,乡,1212,1,1,1,4
男,1992,大学专科（正规高等教育）,毕业,0,农业户口,目前没有工作，而且只务过农,乡,1213,1,2,2,5
女,1964,普通高中,毕业,15000,农业户口,目前没有工作，而且只务过农,乡,1214,1,1,1,4
男,1955,初中,毕业,10000,非农业户口,目前没有工作，曾经有过非农工作,城,1215,1,2,2,4
男,1949,普通高中,毕业,1200,农业户口,目前没有工作，而且只务过农,乡,1216,1,1,1,5
女,1969,小学,毕业,20000,农业户口,目前务农，没有过非农工作,乡,1217,1,2,2,5
女,1965,小学,辍学和中途退学,3000,农业户口,从未工作过,乡,1218,1,2,2,5
女,1970,普通高中,毕业,42000,非农业户口,目前从事非农工作,城,1219,2,2,1,5
男,1950,初中,毕业,24000,非农业户口,目前没有工作，曾经有过非农工作,城,1220,1,2,2,5
女,1973,小学,辍学和中途退学,200000,农业户口,目前务农，没有过非农工作,乡,1221,1,2,2,5
女,1959,小学,辍学和中途退学,10000,农业户口,目前务农，没有过非农工作,乡,1222,2,2,2,4
女,1954,私塾、扫盲班,nan,5000,农业户口,目前没有工作，而且只务过农,乡,1223,1,2,2,4
男,1957,初中,毕业,20000,非农业户口,目前没有工作，曾经有过非农工作,城,1224,1,2,2,4
女,1970,小学,毕业,8000,农业户口,目前没有工作，而且只务过农,城,1225,1,1,1,5
男,1975,普通高中,毕业,30000,非农业户口,目前从事非农工作,城,1226,1,2,1,4
女,1969,初中,毕业,20000,农业户口,目前务农，没有过非农工作,乡,1227,2,2,2,4
男,1981,普通高中,毕业,90000,非农业户口,目前从事非农工作,城,1228,2,3,2,4
女,1947,初中,辍学和中途退学,13920,非农业户口,目前没有工作，曾经有过非农工作,城,1229,1,2,1,5
男,1990,大学本科（正规高等教育）,毕业,40000,非农业户口,目前从事非农工作,城,1230,1,3,2,5
女,1975,初中,毕业,10000,农业户口,目前从事非农工作,乡,1231,1,2,2,3
女,1949,普通高中,肄业,20000,非农业户口,目前没有工作，曾经有过非农工作,乡,1232,1,2,2,4
女,1952,没有受过任何教育,nan,4000,农业户口,目前没有工作，而且只务过农,城,1233,1,2,2,4
女,1957,初中,毕业,36000,非农业户口,目前没有工作，曾经有过非农工作,城,1234,1,1,1,5
女,1971,小学,毕业,36000,居民户口（以前是农业户口）,目前从事非农工作,城,1235,1,2,2,4
女,1936,小学,毕业,36000,居民户口（以前是农业户口）,目前没有工作，曾经有过非农工作,城,1236,2,1,1,5
女,1973,普通高中,毕业,30000,农业户口,目前从事非农工作,城,1237,1,4,1,5
女,1997,大学专科（正规高等教育）,正在读,0,非农业户口,目前从事非农工作,城,1238,1,2,1,4
女,1956,普通高中,毕业,45000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,1239,2,3,1,5
男,1976,普通高中,毕业,0,非农业户口,目前从事非农工作,城,1240,1,2,2,4
女,1953,小学,肄业,36000,农业户口,目前没有工作，曾经有过非农工作,城,1241,1,1,1,4
男,1957,大学专科（正规高等教育）,毕业,100000,非农业户口,目前从事非农工作,城,1242,2,3,2,4
男,1988,大学本科（正规高等教育）,毕业,300000,居民户口（以前是农业户口）,目前从事非农工作,城,1243,1,2,2,5
男,1989,普通高中,毕业,50000,农业户口,目前从事非农工作,城,1244,2,2,2,4
女,1961,普通高中,毕业,50000,非农业户口,目前没有工作，曾经有过非农工作,城,1245,2,3,2,5
女,1962,初中,毕业,8000,非农业户口,目前从事非农工作,城,1246,1,1,1,5
女,1929,小学,毕业,39600,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,1247,1,2,2,5
女,1949,小学,辍学和中途退学,40000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,1248,2,3,1,4
男,1943,大学本科（正规高等教育）,毕业,72000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,1249,2,4,2,5
男,1976,大学本科（正规高等教育）,毕业,150000,居民户口（以前是非农业户口）,目前从事非农工作,城,1250,1,3,2,4
女,1959,中专,毕业,45000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,1251,2,4,2,5
女,1932,没有受过任何教育,nan,62000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,1252,2,2,2,4
男,1951,没有受过任何教育,nan,51600,非农业户口,目前没有工作，曾经有过非农工作,城,1253,1,2,1,5
女,1956,没有受过任何教育,nan,15000,农业户口,目前没有工作，而且只务过农,城,1254,1,1,1,5
男,1982,大学本科（正规高等教育）,毕业,450000,非农业户口,目前从事非农工作,城,1255,2,3,2,4
男,1954,小学,毕业,19200,农业户口,目前没有工作，曾经有过非农工作,城,1256,1,2,2,4
女,1968,初中,毕业,不知道,居民户口（以前是非农业户口）,目前从事非农工作,城,1257,2,2,2,4
女,1967,大学专科（正规高等教育）,毕业,150000,非农业户口,目前从事非农工作,城,1258,2,3,2,4
女,1971,大学本科（正规高等教育）,毕业,1300000,居民户口（以前是非农业户口）,目前从事非农工作,城,1259,2,2,1,5
女,1964,普通高中,毕业,100000,居民户口（以前是非农业户口）,目前从事非农工作,城,1260,2,3,2,4
女,1981,大学专科（成人高等教育）,毕业,50000,非农业户口,目前从事非农工作,城,1261,2,2,2,4
男,1992,大学专科（正规高等教育）,毕业,55000,居民户口（以前是农业户口）,目前没有工作，曾经有过非农工作,城,1262,1,2,2,4
男,1949,大学专科（成人高等教育）,毕业,35000,非农业户口,目前没有工作，曾经有过非农工作,城,1263,1,2,1,5
女,1978,小学,毕业,24000,非农业户口,目前没有工作，曾经有过非农工作,城,1264,2,2,2,4
女,1938,中专,毕业,46560,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,1265,2,1,1,5
女,1967,小学,毕业,9600,非农业户口,目前没有工作，曾经有过非农工作,城,1266,1,1,1,5
女,1970,小学,辍学和中途退学,48000,农业户口,目前从事非农工作,城,1267,1,2,1,5
男,1983,大学本科（正规高等教育）,毕业,300000,居民户口（以前是非农业户口）,目前从事非农工作,城,1268,1,3,2,5
男,1969,初中,毕业,不知道,非农业户口,目前从事非农工作,城,1269,2,3,2,4
男,1963,普通高中,毕业,100000,非农业户口,目前从事非农工作,城,1270,2,3,2,4
女,1957,初中,毕业,38400,非农业户口,目前没有工作，曾经有过非农工作,城,1271,1,2,1,4
女,1946,初中,肄业,40000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,1272,2,2,2,4
女,1942,大学专科（正规高等教育）,毕业,48000,非农业户口,目前没有工作，曾经有过非农工作,城,1273,2,2,2,4
男,1945,普通高中,毕业,70000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,1274,1,2,2,4
女,1960,初中,毕业,0,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,1275,2,3,2,5
男,1956,中专,毕业,60000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,1276,2,3,2,5
女,1952,初中,毕业,42000,非农业户口,目前没有工作，曾经有过非农工作,城,1277,2,3,1,5
女,1941,初中,毕业,44400,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,1278,2,2,2,4
男,1991,大学专科（正规高等教育）,毕业,150000,农业户口,目前从事非农工作,城,1279,2,3,2,4
男,1939,技校,毕业,60000,非农业户口,目前没有工作，曾经有过非农工作,城,1280,2,2,2,5
女,1949,普通高中,肄业,24000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,1281,1,2,2,4
女,1937,初中,毕业,45360,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,1282,2,2,2,5
男,1963,普通高中,毕业,30000,非农业户口,目前从事非农工作,城,1283,1,2,1,4
女,1959,中专,毕业,45000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,1284,1,2,1,4
男,1949,中专,毕业,48000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,1285,2,3,1,5
女,1936,私塾、扫盲班,nan,40000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,1286,2,2,2,4
女,1989,研究生及以上,毕业,150000,非农业户口,目前从事非农工作,城,1287,2,4,2,5
男,1933,初中,毕业,51600,居民户口（以前是农业户口）,目前没有工作，曾经有过非农工作,城,1288,2,2,1,4
女,1963,大学本科（正规高等教育）,毕业,200000,居民户口（以前是非农业户口）,目前从事非农工作,城,1289,2,2,2,4
男,1986,大学专科（成人高等教育）,毕业,60000,居民户口（以前是农业户口）,目前从事非农工作,城,1290,2,3,1,5
女,1972,初中,毕业,30000,居民户口（以前是农业户口）,目前从事非农工作,城,1291,1,2,2,4
女,1931,没有受过任何教育,nan,36000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,1292,1,2,2,4
男,1948,普通高中,毕业,79200,居民户口（以前是农业户口）,目前没有工作，曾经有过非农工作,城,1293,2,2,2,4
女,1994,大学本科（正规高等教育）,毕业,100000,农业户口,目前从事非农工作,城,1294,1,2,1,4
女,1958,没有受过任何教育,nan,36000,居民户口（以前是农业户口）,目前没有工作，曾经有过非农工作,城,1295,1,1,1,5
男,1954,普通高中,毕业,78000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,1296,2,3,2,5
男,1948,小学,辍学和中途退学,0,农业户口,目前没有工作，曾经有过非农工作,城,1297,1,1,1,5
男,1946,研究生及以上,毕业,84000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,1298,2,1,1,5
男,1941,普通高中,毕业,42000,非农业户口,目前没有工作，曾经有过非农工作,城,1299,2,3,1,5
女,1945,大学专科（成人高等教育）,毕业,48000,非农业户口,目前没有工作，曾经有过非农工作,城,1300,2,3,2,5
女,1965,大学专科（成人高等教育）,毕业,48000,非农业户口,目前从事非农工作,城,1301,2,3,2,4
男,1970,大学本科（成人高等教育）,毕业,320000,居民户口（以前是农业户口）,目前从事非农工作,城,1302,2,3,2,5
女,1938,私塾、扫盲班,nan,36000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,1303,2,1,1,4
男,1980,初中,毕业,32400,居民户口（以前是非农业户口）,目前从事非农工作,城,1304,1,2,2,4
男,1969,初中,毕业,40000,农业户口,目前从事非农工作,城,1305,1,2,2,4
男,1931,初中,肄业,40000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,1306,1,2,2,3
女,1952,初中,毕业,32000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,1307,2,2,2,5
男,1961,普通高中,毕业,不知道,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,1308,1,2,2,4
男,1978,职业高中,毕业,60000,非农业户口,目前从事非农工作,城,1309,2,3,2,4
女,1990,大学本科（正规高等教育）,毕业,100000,居民户口（以前是非农业户口）,目前从事非农工作,城,1310,2,3,1,4
女,1974,初中,辍学和中途退学,拒绝回答,农业户口,目前从事非农工作,城,1311,1,2,2,4
男,1973,研究生及以上,毕业,120000,居民户口（以前是农业户口）,目前从事非农工作,城,1312,2,4,1,5
女,1943,初中,毕业,38400,非农业户口,目前没有工作，曾经有过非农工作,城,1313,1,2,1,5
女,1959,普通高中,毕业,44000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,1314,2,3,1,5
女,1981,中专,毕业,50000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,1315,2,2,2,4
女,1956,初中,毕业,36000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,1316,1,2,2,5
女,1944,大学本科（成人高等教育）,毕业,78000,非农业户口,目前没有工作，曾经有过非农工作,城,1317,1,2,2,4
女,1969,初中,毕业,50000,非农业户口,目前从事非农工作,城,1318,2,3,2,5
男,1942,初中,毕业,40000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,1319,2,3,1,4
男,1989,大学专科（成人高等教育）,毕业,200000,非农业户口,目前从事非农工作,城,1320,2,3,2,5
