Gender,Age,Race,Edu,Inc,Region
female,33,White,"Some college, no degree","$50,000 to $74,999",urban
male,30,White,High school graduate,"$35,000 to $49,999",urban
female,45,Black or African American,Bachelor's degree,"$75,000 to $99,999",rural
male,40,Asian,"Some college, no degree","$50,000 to $74,999",urban
female,28,Hispanic or Latino,Associate's degree,"$25,000 to $34,999",urban
male,35,White,Bachelor's degree,"$100,000 to $149,999",urban
female,50,White,Graduate or professional degree,"$150,000 to $199,999",rural
male,22,Black or African American,"Some college, no degree","$15,000 to $24,999",urban
female,60,White,High school graduate,"$50,000 to $74,999",rural
male,55,White,Graduate or professional degree,"$200,000 or more",urban
female,38,Hispanic or Latino,Bachelor's degree,"$75,000 to $99,999",urban
male,32,Asian,Bachelor's degree,"$100,000 to $149,999",urban
female,48,White,"Some college, no degree","$35,000 to $49,999",rural
male,29,Black or African American,High school graduate,"$25,000 to $34,999",urban
female,42,White,Associate's degree,"$50,000 to $74,999",rural
male,34,Hispanic or Latino,"Some college, no degree","$35,000 to $49,999",urban
female,55,White,Less than 9th grade,"Less than $10,000",rural
male,27,White,"Some college, no degree","$35,000 to $49,999",urban
female,44,White,Bachelor's degree,"$75,000 to $99,999",rural
male,33,Black or African American,Associate's degree,"$50,000 to $74,999",urban
female,52,White,High school graduate,"$35,000 to $49,999",rural
female,30,White,Bachelor's degree,"$50,000 to $74,999",urban
male,45,Black or African American,High school graduate,"$35,000 to $49,999",rural
female,22,Hispanic or Latino,"Some college, no degree","$15,000 to $24,999",urban
male,50,White,Graduate or professional degree,"$100,000 to $149,999",urban
female,40,Asian,Associate's degree,"$75,000 to $99,999",urban
male,28,Black or African American,"Some college, no degree","$25,000 to $34,999",rural
female,60,White,High school graduate,"$50,000 to $74,999",rural
male,35,Hispanic or Latino,Bachelor's degree,"$75,000 to $99,999",urban
female,55,White,"Some college, no degree","$35,000 to $49,999",urban
male,48,Black or African American,"Some college, no degree","$50,000 to $74,999",rural
female,32,White,Bachelor's degree,"$100,000 to $149,999",urban
male,29,Hispanic or Latino,High school graduate,"$25,000 to $34,999",rural
female,42,Black or African American,Associate's degree,"$75,000 to $99,999",urban
male,38,White,Graduate or professional degree,"$150,000 to $199,999",urban
female,33,Asian,"Some college, no degree","$35,000 to $49,999",urban
male,27,Hispanic or Latino,"Some college, no degree","$50,000 to $74,999",rural
female,44,White,High school graduate,"$35,000 to $49,999",urban
male,31,Black or African American,Bachelor's degree,"$75,000 to $99,999",urban
female,25,Hispanic or Latino,"Some college, no degree","$25,000 to $34,999",rural
male,47,White,Graduate or professional degree,"$150,000 to $199,999",rural
female,32,White,High school graduate,"$35,000 to $49,999",rural
male,45,Black or African American,Bachelor's degree,"$75,000 to $99,999",urban
female,50,Hispanic or Latino,"Some college, no degree","$50,000 to $74,999",urban
male,28,Asian,Associate's degree,"$50,000 to $74,999",urban
female,40,White,Bachelor's degree,"$100,000 to $149,999",urban
male,60,White,Graduate or professional degree,"$150,000 to $199,999",rural
female,22,Hispanic or Latino,"Some college, no degree","$25,000 to $34,999",rural
male,38,Black or African American,High school graduate,"$35,000 to $49,999",urban
female,48,White,Bachelor's degree,"$100,000 to $149,999",urban
male,55,White,"Some college, no degree","$50,000 to $74,999",rural
female,30,Asian,Bachelor's degree,"$75,000 to $99,999",urban
male,42,Hispanic or Latino,High school graduate,"$35,000 to $49,999",rural
female,36,Black or African American,"Some college, no degree","$50,000 to $74,999",urban
male,27,White,Associate's degree,"$35,000 to $49,999",urban
female,58,White,Bachelor's degree,"$100,000 to $149,999",rural
male,20,Hispanic or Latino,"Some college, no degree","$25,000 to $34,999",urban
female,44,Asian,High school graduate,"$35,000 to $49,999",urban
male,33,White,Bachelor's degree,"$75,000 to $99,999",urban
female,52,Black or African American,"Some college, no degree","$50,000 to $74,999",rural
male,25,White,"Some college, no degree","$50,000 to $74,999",urban
male,25,White,"Some college, no degree","$50,000 to $74,999",urban
female,40,Black or African American,High school graduate,"$25,000 to $34,999",rural
male,30,Hispanic or Latino,Bachelor's degree,"$35,000 to $49,999",urban
female,55,White,Associate's degree,"$75,000 to $99,999",urban
male,20,Asian,"Some college, no degree","$15,000 to $24,999",rural
female,65,White,High school graduate,"$50,000 to $74,999",urban
male,27,Black or African American,"Some college, no degree","$25,000 to $34,999",urban
female,35,Hispanic or Latino,Bachelor's degree,"$75,000 to $99,999",urban
male,45,White,High school graduate,"$50,000 to $74,999",rural
female,50,Black or African American,Associate's degree,"$75,000 to $99,999",rural
male,33,Hispanic or Latino,"Some college, no degree","$35,000 to $49,999",urban
female,60,White,Bachelor's degree,"$100,000 to $149,999",urban
male,29,Asian,Bachelor's degree,"$50,000 to $74,999",urban
female,39,Black or African American,"Some college, no degree","$35,000 to $49,999",rural
male,38,Hispanic or Latino,High school graduate,"$25,000 to $34,999",rural
female,70,White,Graduate or professional degree,"$150,000 to $199,999",urban
male,22,Black or African American,"Some college, no degree","$15,000 to $24,999",urban
female,42,Hispanic or Latino,High school graduate,"$35,000 to $49,999",rural
male,48,White,Bachelor's degree,"$100,000 to $149,999",rural
female,55,Black or African American,"Some college, no degree","$50,000 to $74,999",rural
male,25,White,"Some college, no degree","$50,000 to $74,999",urban
female,35,Black or African American,High school graduate,"$25,000 to $34,999",rural
male,42,Hispanic or Latino,Bachelor's degree,"$75,000 to $99,999",urban
female,50,Asian,Graduate or professional degree,"$100,000 to $149,999",urban
male,28,White,Associate's degree,"$35,000 to $49,999",rural
female,60,White,High school graduate,"$50,000 to $74,999",urban
male,22,Black or African American,"Some college, no degree","$15,000 to $24,999",rural
female,45,Hispanic or Latino,"Some college, no degree","$35,000 to $49,999",urban
male,33,Asian,Bachelor's degree,"$75,000 to $99,999",urban
female,48,White,Graduate or professional degree,"$150,000 to $199,999",urban
male,40,Native Hawaiian and Other Pacific Islander,"Some college, no degree","$25,000 to $34,999",rural
female,55,White,Bachelor's degree,"$100,000 to $149,999",urban
male,30,Hispanic or Latino,High school graduate,"$35,000 to $49,999",urban
female,38,Black or African American,"Some college, no degree","$35,000 to $49,999",urban
male,27,White,"Some college, no degree","$25,000 to $34,999",rural
female,47,White,Associate's degree,"$50,000 to $74,999",urban
male,32,Asian,Bachelor's degree,"$75,000 to $99,999",urban
female,52,Hispanic or Latino,Graduate or professional degree,"$150,000 to $199,999",urban
male,29,White,High school graduate,"$35,000 to $49,999",urban
female,43,Black or African American,"Some college, no degree","$50,000 to $74,999",rural
male,35,White,Bachelor's degree,"$75,000 to $99,999",urban
female,45,Black or African American,"Some college, no degree","$50,000 to $74,999",rural
male,28,Hispanic or Latino,High school graduate,"$25,000 to $34,999",urban
female,55,White,Associate's degree,"$100,000 to $149,999",urban
male,40,Asian,Bachelor's degree,"$100,000 to $149,999",urban
female,33,White,Graduate or professional degree,"$150,000 to $199,999",urban
male,20,Black or African American,"Some college, no degree","$15,000 to $24,999",rural
female,60,White,High school graduate,"$35,000 to $49,999",rural
male,50,Hispanic or Latino,"Some college, no degree","$50,000 to $74,999",urban
female,48,White,Bachelor's degree,"$75,000 to $99,999",urban
male,63,Native Hawaiian and Other Pacific Islander,Bachelor's degree,"$100,000 to $149,999",rural
female,30,Black or African American,"Some college, no degree","$25,000 to $34,999",urban
male,52,White,Graduate or professional degree,"$150,000 to $199,999",urban
female,42,Asian,Bachelor's degree,"$100,000 to $149,999",urban
male,38,Hispanic or Latino,"Some college, no degree","$50,000 to $74,999",urban
female,26,White,High school graduate,"$35,000 to $49,999",rural
male,65,Black or African American,Bachelor's degree,"$100,000 to $149,999",rural
female,22,White,"Some college, no degree","$25,000 to $34,999",urban
male,58,Hispanic or Latino,Graduate or professional degree,"$150,000 to $199,999",rural
female,32,White,Bachelor's degree,"$100,000 to $149,999",urban
female,36,White,High school graduate,"$25,000 to $34,999",rural
male,28,Hispanic or Latino,Bachelor's degree,"$50,000 to $74,999",urban
female,42,White,"Some college, no degree","$35,000 to $49,999",urban
male,56,Black or African American,Associate's degree,"$75,000 to $99,999",rural
female,19,Asian,"Some college, no degree","$15,000 to $24,999",rural
male,65,White,High school graduate,"$35,000 to $49,999",urban
female,32,Hispanic or Latino,Bachelor's degree,"$100,000 to $149,999",urban
male,52,White,Graduate or professional degree,"$150,000 to $199,999",rural
female,45,Black or African American,"Some college, no degree","$50,000 to $74,999",urban
male,40,White,High school graduate,"$35,000 to $49,999",rural
female,29,Hispanic or Latino,Bachelor's degree,"$50,000 to $74,999",urban
male,34,White,"Some college, no degree","$35,000 to $49,999",urban
female,62,Asian,Graduate or professional degree,"$100,000 to $149,999",rural
male,47,White,Bachelor's degree,"$75,000 to $99,999",urban
female,23,Black or African American,High school graduate,"$15,000 to $24,999",rural
male,58,White,Graduate or professional degree,"$150,000 to $199,999",urban
female,31,Hispanic or Latino,"Some college, no degree","$35,000 to $49,999",urban
male,50,White,High school graduate,"$35,000 to $49,999",rural
female,38,Black or African American,Bachelor's degree,"$75,000 to $99,999",urban
male,41,White,"Some college, no degree","$50,000 to $74,999",urban
female,35,White,Bachelor's degree,"$50,000 to $74,999",urban
male,45,Black or African American,High school graduate,"$35,000 to $49,999",rural
female,28,Hispanic or Latino,"Some college, no degree","$25,000 to $34,999",urban
male,50,Asian,Associate's degree,"$75,000 to $99,999",urban
female,50,American Indian and Alaska Native,"Some college, no degree","$35,000 to $49,999",rural
male,60,White,Graduate or professional degree,"$100,000 to $149,999",urban
female,40,Hispanic or Latino,High school graduate,"$15,000 to $24,999",rural
male,30,Black or African American,"Some college, no degree","$25,000 to $34,999",urban
female,26,Asian,Bachelor's degree,"$75,000 to $99,999",urban
male,55,White,High school graduate,"$50,000 to $74,999",rural
female,32,Hispanic or Latino,"Some college, no degree","$35,000 to $49,999",urban
male,48,Black or African American,Associate's degree,"$75,000 to $99,999",urban
female,38,White,Bachelor's degree,"$100,000 to $149,999",rural
male,42,Hispanic or Latino,High school graduate,"$25,000 to $34,999",urban
female,55,Black or African American,"Some college, no degree","$35,000 to $49,999",urban
male,20,White,"Some college, no degree","$15,000 to $24,999",rural
female,40,Hispanic or Latino,Bachelor's degree,"$50,000 to $74,999",urban
male,30,Asian,"Some college, no degree","$35,000 to $49,999",rural
female,45,White,High school graduate,"$25,000 to $34,999",urban
male,50,Black or African American,Bachelor's degree,"$75,000 to $99,999",urban
male,32,White,Bachelor's degree,"$75,000 to $99,999",urban
female,42,Black or African American,"Some college, no degree","$50,000 to $74,999",rural
male,20,Hispanic or Latino,High school graduate,"$15,000 to $24,999",urban
female,55,Asian,Bachelor's degree,"$100,000 to $149,999",urban
male,28,White,"Some college, no degree","$35,000 to $49,999",rural
female,50,White,Associate's degree,"$50,000 to $74,999",urban
male,38,Black or African American,High school graduate,"$25,000 to $34,999",rural
female,45,Hispanic or Latino,"Some college, no degree","$35,000 to $49,999",urban
male,60,White,Bachelor's degree,"$100,000 to $149,999",urban
female,22,Asian,"Some college, no degree","$25,000 to $34,999",rural
male,48,White,Graduate or professional degree,"$150,000 to $199,999",urban
female,26,Black or African American,"Some college, no degree","$15,000 to $24,999",rural
